collection,trajectory,insight_id,classification,reason,text,evidence,source
redacted,4,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Auxiliary-role routing is an experimental variable in interactive evaluation. Changing a judge can support rejudging saved single-turn responses, but changing an assistant alters multi-turn trajectories and requires regeneration.","L011, L012, L013, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dataset source, subset selection, interaction roles, requested models, and served backends are distinct levels of evaluation provenance. Missing any of them can leave reproducibility or comparability gaps.","L016, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A reusable evaluator analysis benefits from shared token accounting, explicit suite-level aggregation, and extension hooks. Checking extracted quantities against evaluator-recorded invariants provides evidence that the analysis preserves task semantics.","L007, L008",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Randomizing candidate order and recording position counts supports bias audits, but anonymous identifiers should be constrained to fixed schema values. Free-form identifiers can create parsing failures that retries do not reliably resolve.","L019, L020",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,4,I008,conditional,Throughput hypothesis lacks local cost measurements after redaction; benchmark before changing execution.,"Candidate count alone does not determine comparative-judging cost. Prompt compression can offset additional response context, while generated output length and sequential judges may dominate latency.",L021,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-004/insight_redacted.md
redacted,5,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Model routing is part of an evaluation protocol. A compatibility override silently collapsed several roles into one model and changed the experiment into self-play and self-judging. Role-specific configuration and routing checks are necessary before interpreting cross-model scores.,"L011, L012, L013, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Top-one win rate is sensitive to candidate composition and discards score margins. A system can have comparable average quality yet win rarely when its strongest examples overlap with a stronger competitor. Absolute scores, pairwise credit, margin distributions, and uncertainty should remain separate outputs.","L015, L016, L017, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lower-assumption validation metric still requires tight controls over support and information flow. Fixed source-derived comparisons, identical support across systems and judges, removal of identity and assistant leakage, and dataset-level aggregation reduce the risk that the audit measures metadata or unsupported per-user effects.","L020, L021, L022, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A small end-to-end smoke test can expose operational defects before a large judging wave. Short batch-local identifiers reduced structured-output failures, and resumable item-level recovery limited the cost of missing judgments, though recovery paths remained necessary in the full protocol.","L025, L026, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Order reversal revealed judge instability in the smoke test, but the larger run omitted reversal to reduce cost. Future large evaluations can retain reversals on a fixed calibration subset so order sensitivity remains measurable.","L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Distance-based audit components discard direction, so a low or high gap is ambiguous without signed diagnostics. Low specificity distance can mean shared correctness, uncertainty, or error, while high source distance can reflect confident correct or incorrect discrimination. Direction, selection rates, and midpoint frequency should accompany distance measures.","L021, L023, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,5,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Agreement between a benchmark evaluator and a direct audit is an empirical result. Differing smoke-test rankings and small full-audit system differences require uncertainty estimates and cross-judge comparison before supporting a validation claim.,"L024, L027, L029, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-005/insight_redacted.md
redacted,6,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lightweight compatibility harness can preserve task-level evaluation logic while removing large training dependencies, but launcher behavior remains part of evaluation reliability. A successful local smoke test did not cover the scheduler's execution context, so resolving paths from the submission directory was necessary for a reliable remote run.","L002, L003, L005, L006",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","One-row end-to-end preflights can detect schema incompatibility and deterministic access restrictions before large evaluations are submitted. They cannot predict later quota exhaustion, so resumability and quota-aware scheduling remain necessary.","L004, L007, L009",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Explicit credential lanes support concurrent provider use without accidental fallback, while dependency chains and temporary scheduler overrides control load. One-time infrastructure exceptions can remain separate from persistent scheduling policy.","L008, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A reusable multi-model analysis layer benefits from schema normalization, a shared tokenizer, extensible episode measures, and machine-readable output. Suite-level aggregation improves comparison while per-task results remain necessary when task counts weight a combined score unevenly.","L011, L012, L017",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Evaluation-role routing is a methodological parameter. Collapsing simulator, assistant, generator, and judge onto the target changes both the interaction and its scoring; in multi-turn evaluations, later rejudging cannot reconstruct the trajectory that a fixed assistant would have produced. Role-specific configuration should therefore be explicit before a large run.","L013, L014, L015, L020, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Conversation-level benchmarks carry interaction context beyond the user prompt. Adapted samples from larger human-conversation corpora should be described according to their actual simulator protocol, especially when their selection procedure is unknown and they overlap only partly with another benchmark subset.","L016, L018, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Saved responses make judge replacement relatively controlled for single-turn evaluations because generation can remain fixed while scoring changes. Multi-turn evaluations require full regeneration after an assistant change. Preflights should cover response reuse, interaction routing, and task-specific generation separately because each exercises a distinct boundary.","L021, L022, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A job-per-pair evaluation matrix can exceed scheduler limits even when runtime concurrency is low. Consolidating multiple pairings into one resumable lane per judge reduces queued-job pressure, while retaining started work and cancelling only pending duplicates avoids wasted computation.","L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,6,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Aggregation must filter results by evaluation protocol. A numerically valid comparison from a different experiment can answer the wrong question; restricting inputs to the intended protocol and intersecting covered examples per target makes missing responses explicit. Judge-level averages also reveal scale differences that can influence an uncalibrated combined score.,"L029, L030, L031",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-006/insight_redacted.md
redacted,7,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Replacing a heavyweight remote-model harness can preserve task logic, but the smaller runner assumes responsibility for endpoint compatibility and batch execution semantics. Structured-output normalization and scheduler-aware environment resolution were both necessary before the workflow ran reliably.","L002, L003, L004",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I002,conditional,Soak test is a proposed extra expense; use selectively and retain separate quota estimation.,A one-item preflight can establish authorization and basic response compatibility without proving sustained endpoint capacity. Batch readiness should include a modest multi-item or concurrent soak test plus explicit retry and error-budget criteria.,"L006, L007",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Dependency chains control shared service load but can couple progress to the slowest evaluation and current compute availability. Isolated outputs and editable dependencies make rescheduling safer and reduce duplicate work.,L008,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Model routing is part of an evaluation's experimental definition. Silently substituting the target model into auxiliary roles can convert a fixed-environment comparison into self-play, changing trajectories and score calibration even when the task logic appears unchanged.","L011, L012, L013",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Explicit target, assistant, document-generator, and judge settings make reruns auditable and support selective recomputation. Target responses can be reused when only judging changes, while conversations must be regenerated when assistant responses influence later turns.","L013, L014, L015",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Cross-model behavior analysis benefits from normalizing stored message wrappers before applying one shared tokenizer and from retaining episode-, task-, and model-level aggregates. Extension hooks allow new metrics to reuse the same parsing and aggregation pipeline.","L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Judge-generated behavioral dimensions are interpretations of free-text responses rather than independently labeled latent variables. Conclusions should therefore be framed as judge-mediated response alignment rather than direct recovery of latent state.,"L017, L018, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",An evaluation can contain prompts for capabilities that its active reward does not measure. Metric interpretation should follow the executed evaluation path and aggregation formula rather than the inventory of available prompt templates.,"L020, L021, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I009,conditional,Matching is too absolute; the need depends on the estimand and what text the judge sees.,"Conversation-level human-versus-simulator judgments require matched assistant conditions because the judge sees both sides of the exchange. Without matching, distinguishability can reflect environmental differences rather than user behavior.","L023, L024, L025",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,7,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",The presence of a paper prompt in copied source does not establish metric reproduction. A defensible claim requires evidence that the prompt is invoked and aggregated according to the described procedure; modified diagnostic variants need distinct names and scopes.,"L022, L023, L025",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-007/insight_redacted.md
redacted,8,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A compatibility layer that rewrites model selection globally can silently change the experimental unit by assigning the target model to auxiliary roles. Role-specific configuration, routing tests, and retained backend identity evidence are needed before scores can be treated as comparable with a source protocol.","L005, L015, L016, L017, L019, L020, L021",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A reusable evaluation analyzer benefits from separating schema adaptation, text normalization, shared tokenization, per-episode metrics, and aggregation. This lets the same saved outputs support several task-, suite-, and model-level comparisons without changing generation.","L011, L012, L013, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Small end-to-end preflights can detect access and schema failures before a large submission, but they do not establish that a route has enough request quota for a full batch. Functional validation should therefore be paired with capacity estimation.","L006, L007, L008, L009",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Scheduled evaluation is more resilient when launch paths are resolved from the project context, outputs are isolated, and work is organized into resumable lanes. Consolidating comparisons can also be necessary when scheduler limits constrain job count.","L004, L010, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Anonymous comparative grading requires input-adapter validation and strict output-label validation. Preflights can expose empty-reference bugs, while label checks prevent plausible-looking but corrupted aggregate results from judge identifier confusion.","L024, L025, L026",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Mean score and top-one win rate answer different questions. Because top-one selection discards margins and requires beating every rival, pairwise credit and near-win margins are useful alongside exact wins, and incomplete judge results should remain separate rather than be imputed.","L026, L027",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Fixing the counterpart model improves experimental control but does not fully isolate simulated-user behavior, because counterpart responses remain conditioned on the simulator's preceding messages. Interaction scores therefore characterize a closed-loop trajectory, while writing-only scores more directly reflect the simulator's text.","L018, L028, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Putting all candidates in one judging prompt provides shared context but introduces position and contrast effects absent from separate grading. Balanced shuffling, position audits, and careful treatment of judge scales help bound these effects.","L029, L032, L033, L034",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,8,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Aggregate rankings can conceal task-specific variation and judge calibration differences. Reports should retain task strata and account for scale differences before producing cross-judge totals.,"L030, L031, L033",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-008/insight_redacted.md
redacted,9,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Role routing is part of the evaluation protocol. A global model override can silently convert a controlled simulator evaluation into self-play and self-judging, and correcting the judge later is insufficient when the generated interaction was already affected. Role-specific configuration and end-to-end routing checks should precede large runs.","L005, L006, L007, L008",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Anonymous comparative judging benefits from margin-aware reporting, robust identifiers, and realistic smoke tests. Top-rank wins can exaggerate small score differences, while ambiguous candidate labels and presentation position can corrupt or bias structured judgments. Pairwise credit, score margins, position checks, short local labels, and explicit missingness produce a more stable account.","L009, L011, L012, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lower-assumption audit is most useful when its claim and support are fixed before scaling. Defining it as an independent diagnostic, freezing comparison support and randomization, separating judge replications, and requiring a smoke gate prevents later implementation choices from being mistaken for evidence of ground truth.","L013, L014, L015, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Evaluator validity should be interpreted alongside the reliability of the reference audit. System-level agreement can coexist with weak individual-example agreement, and judge-dependent rankings limit claims that an evaluator reliably identifies the better simulator on a particular task.","L017, L018, L019, L020",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I005,conditional,Mostly a study-specific interpretation; rewrite as a decision rule for separating two comparison questions.,Within-system association and same-example system-pair discrimination answer different questions. An evaluator may weakly track which examples look better for one simulator yet fail to track which simulator is relatively better on the same example. The stronger specificity behavior of a simple baseline suggests that added rubric structure can introduce noise without improving the intended distinction.,"L021, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A weighted scalar can hide qualitatively different component states. When distinct patterns collapse to the same score, ties increase and ranking resolution falls. Combined scores should therefore be accompanied by component distributions, tie rates, and analyses on non-tied support.","L015, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,9,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Absolute gaps discard direction. Signed specificity differences and directional source-selection rates preserve whether a simulation is under- or over-specific and whether a judge correctly identifies real responses or is fooled by generated ones.,L024,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-009/insight_redacted.md
redacted,10,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","One-item end-to-end preflights are valuable for model-evaluation pipelines because they test provider access, structured-output constraints, and dataset adapters together. Here they prevented guaranteed-failing batch submissions and caught a silent nested-data bug that schema inspection alone had missed.","L004, L010, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Evaluation roles are causal parts of a benchmark. Assigning simulator, interaction partner, generator, and judge roles to the target model changes both the generated evidence and its scoring. Saved responses can support controlled judge replacement for a single-turn task, while a multi-turn task requires trajectory regeneration after an assistant change because later turns depend on earlier assistant behavior.","L018, L019, L020, L022, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dataset row count alone does not identify an evaluation protocol. A larger conversation corpus, a smaller assistant benchmark, and a separate validation sample can coexist. Reliable reporting therefore needs row-level provenance and a precise statement of whether the evaluated object is an assistant, a simulated user, or a repackaged conversation sample.","L021, L025, L026",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Resumable outputs, isolated result areas, explicit credential selection, controlled concurrency, and dependency-aware consolidation make long API evaluations recoverable across scheduler failures, access restrictions, quotas, maintenance, and resource limits. These controls preserved usable partial results and prevented duplicate work as the execution plan changed.","L005, L012, L013, L014, L015, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Mean score and multi-candidate win rate measure different properties. A candidate can remain close to the winner on many examples and still have a low top-one rate when its strongest cases coincide with another candidate's strengths. Pairwise credit, loss margins, rank frequencies, and fixed-anchor comparisons preserve competitiveness and depend less on the current candidate pool.","L032, L033, L035",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Stable aggregate rankings can coexist with task-specific reversals, moderate item-level judge agreement, and presentation-position effects. Reports should retain judge-by-task results and position-balance diagnostics because an aggregate can hide materially different judgments about individual behaviors.","L035, L037, L038",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Absolute-value audit distances remove direction and can merge qualitatively opposite outcomes. Source distinguishability should be accompanied by whether the judge selected the simulator as human, and specificity distance should be accompanied by a signed over- or under-specificity measure. This separates uncertainty, successful imitation, confident misclassification, and exaggerated target association.","L045, L046, L047",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,10,I008,conditional,Valid high-level diagnostic principle; needs named audit dimensions and an action trigger.,A proxy score can correlate with one audit dimension while remaining unrelated to another. Direct audits help identify which behavior a benchmark score captures and prevent a broad label such as human likeness from hiding narrower measurement validity.,"L043, L044",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
